genus,species,accession
Romanomermis,culicivorax,GCA_001039655.1
Trichinella,britovi,GCA_001447585.1
Trichinella,murrelli,GCA_002221485.1
Trichinella,nativa,GCA_001447565.1
Trichinella,nelsoni,GCA_001447455.1
Trichinella,papuae,GCA_001447755.1
Trichinella,patagoniensis,GCA_001447655.1
Trichinella,pseudospralis,GCA_001447645.1
Trichinella,sp,GCA_001447745.1
Trichinella,spiralis,GCA_000181795.3
Trichinella,zimbabwensis,GCA_001447665.1
Soboliphyme,baturini,GCA_900618415.1
