genus,species,accession
Ehrlichia,canis,GCF_000012565.1
Ehrlichia,chaffeensis,GCF_000013145.1
Ehrlichia,minasensis,GCF_000825765.1
Ehrlichia,muris,GCF_000508225.1
Ehrlichia,ruminantium,GCF_000026005.1
Ehrlichia,sp,GCF_000632845.1
