genus,species,accession
Parastrongyloides,trichosuri,GCA_000941615.1
Rhabditophanes,sp,GCA_000944355.1
Strongyloides,papillosus,GCA_005656395.1
Strongyloides,ratti,GCF_001040885.1
Strongyloides,stercoralis,GCA_000947215.1
Strongyloides,venezuelensis,GCA_001028725.1
