genus,species,accession
Streptobacillus,felis,GCF_001559775.1
Streptobacillus,hongkongensis,GCF_001559795.1
Streptobacillus,moniliformis,GCF_000024565.1
Streptobacillus,notomytis,GCF_001902575.1
Streptobacillus,ratti,GCF_001891165.1
Streptobacillus,sp,GCF_009733925.1
